address,suburb,price,bedrooms,bathrooms,garage,landarea,floorarea,buildarea,neareststn,neareststndist,postcode,nearestsch,nearestschdist,nearestschrnk
46 Mathoura Street,Midland,584000,3,1,1,1052,119,1946,Midland Station,1700,6056,YOUTH FUTURES COMMUNITY SCHOOL,1.255225147,
46 Miami Beach Promenade,Iluka,775000,4,2,7,696,245,2004,Currambine Station,2000,6028,PRENDIVILLE CATHOLIC COLLEGE,2.553384689,60
46 Milina Street,Hillman,335000,3,1,1,705,130,1984,Rockingham Station,308,6168,KOLBE CATHOLIC COLLEGE,1.118037749,97
46 Murdoch Way,Banjup,1000000,4,2,2,20395,244,2006,Cockburn Central Station,2400,6164,ATWELL COLLEGE,2.007787694,129
46 Nidjalla Loop,Swanbourne,1800000,4,2,2,351,284,2013,Swanbourne Station,1300,6010,SCOTCH COLLEGE,1.170605691,24
46 Noel Road,Gooseberry Hill,630000,4,2,2,1808,208,1980,Midland Station,8700,6076,KALAMUNDA SENIOR HIGH SCHOOL,2.22812979,107
46 Northcote Street,Chidlow,362000,3,1,1,1315,75,1985,Midland Station,25700,6556,EASTERN HILLS SENIOR HIGH SCHOOL,5.065267271,105
46 Orelia Avenue,Orelia,425000,4,2,2,578,175,2006,Kwinana Station,2100,6167,GILMORE COLLEGE,0.899310054,138
46 Osborne Place,Stirling,619000,4,2,2,466,245,1999,Stirling Station,917,6021,BALCATTA SENIOR HIGH SCHOOL,1.31761389,135
46 Pandora Drive,City Beach,1500000,4,2,4,933,270,1969,Glendalough Station,5200,6015,NEWMAN COLLEGE,1.745774621,44
46 Paterson Road,Mount Nasura,599000,3,2,NULL,2025,178,NULL,Sherwood Station,2100,6112,SOWILO COMMUNITY HIGH SCHOOL,2.275859734,
46 Patterson Drive,Middle Swan,388000,4,2,1,544,128,1992,Midland Station,3000,6056,LA SALLE COLLEGE,1.854828772,53
46 Prescott Drive,Murdoch,780000,4,2,2,789,196,1989,Murdoch Station,2300,6150,KENNEDY BAPTIST COLLEGE,1.292265198,12
46 Ralphs Street,Seville Grove,277000,3,2,2,325,183,2013,Sherwood Station,1600,6112,CECIL ANDREWS COLLEGE,0.220948818,139
46 Ranch Road,Mariginiup,665000,4,2,NULL,40981,300,NULL,Currambine Station,5900,6078,JOSEPH BANKS SECONDARY COLLEGE,2.27255347,92
46 Redmond Street,Salter Point,880000,3,2,2,388,155,2009,Canning Bridge Station,2100,6152,AQUINAS COLLEGE,0.649649964,23
46 Sail Terrace,Heathridge,518000,5,2,1,709,129,1976,Edgewater Station,2000,6027,BELRIDGE SECONDARY COLLEGE,0.623950119,102
46 Salix Way,Forrestfield,370000,3,1,1,700,117,1977,Madding,7500,6058,HILLSIDE CHRISTIAN COLLEGE,1.129183239,
46 SALMAR WAY,Westminster,205000,2,1,NULL,728,91,1963,Stirling Station,4900,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.385492152,35
46 Salter Point Parade,Salter Point,1000000,3,1,1,798,177,1980,Canning Bridge Station,2200,6152,AQUINAS COLLEGE,1.349818117,23
46 Sanctuary Drive,Bertram,410000,4,2,2,517,210,2008,Kwinana Station,1300,6167,THE KING'S COLLEGE,1.471233878,
46 Sandilands Circuit,Tapping,477500,4,2,2,602,226,2001,Currambine Station,3200,6065,JOSEPH BANKS SECONDARY COLLEGE,2.323804223,92
46 Saunders Way,Karragullen,245000,3,1,2,2125,95,1984,Seaforth Station,10100,6111,CARMEL ADVENTIST COLLEGE,8.294723001,
46 Scanlon Way,Lockridge,291000,3,1,1,273,97,1970,Success Hill Station,1700,6054,KIARA COLLEGE,2.082851251,
46 Sells Close,Gidgegannup,525000,4,2,NULL,20000,161,2005,Midland Station,22700,6083,EASTERN HILLS SENIOR HIGH SCHOOL,9.598536297,105
46 Shenton Road,Swanbourne,1230000,4,2,1,486,206,1904,Claremont Station,503,6010,SCOTCH COLLEGE,0.328792843,24
46 Sheppard Way,Marmion,865000,4,2,2,727,196,1978,Warwick Station,3500,6020,CARINE SENIOR HIGH SCHOOL,1.981379615,47
46 Shillington Way,Thornlie,360000,3,1,1,700,151,1977,Thornlie Station,1100,6108,LANGFORD ISLAMIC COLLEGE,1.518931863,85
46 Solomon Street,Fremantle,950000,3,2,2,627,105,1946,Fremantle Station,1300,6160,CHRISTIAN BROTHERS' COLLEGE,0.710892377,49
46 Somerset Crescent,Mosman Park,1090000,4,2,2,600,179,1992,Vic,859,6012,IONA PRESENTATION COLLEGE,1.335866243,17
46 Sovrano Avenue,Madeley,595000,4,2,NULL,634,265,2006,Greenwood Station,4300,6065,KINGSWAY CHRISTIAN COLLEGE,0.934940519,50
46 Stonehaven Parade,Kinross,520000,4,2,2,627,179,1994,Currambine Station,627,6028,LAKE JOONDALUP BAPTIST COLLEGE,2.336265235,80
46 Stonewall Circuit,Landsdale,550000,4,2,2,633,224,2002,Whitfords Station,8000,6065,LANDSDALE CHRISTIAN SCHOOL,0.778226927,
46 Success Drive,Rockingham,414500,3,2,2,740,165,1995,Rockingham Station,2000,6168,ROCKINGHAM SENIOR HIGH SCHOOL,0.538032898,
46 Talus Drive,Mount Richon,510000,6,3,4,2090,157,1995,Armadale Station,996,6112,ARMADALE SENIOR HIGH SCHOOL,0.508418531,
46 Tenement Loop,Hocking,582000,4,2,3,591,177,2002,Edgewater Station,3200,6065,ALTA-1,1.358780355,
46 Three Bears Loop,Secret Harbour,627000,4,2,2,630,215,2006,Warnbro Station,10100,6173,COMET BAY COLLEGE,0.730515691,35
46 Tiller Road,Ocean Reef,880000,4,3,2,785,234,1987,Edgewater Station,3200,6027,OCEAN REEF SENIOR HIGH SCHOOL,1.394670744,83
46 Trailwood Drive,Woodvale,900000,5,3,8,751,312,1979,Whitfords Station,514,6026,WOODVALE SECONDARY COLLEGE,1.326734465,77
46 Tranmore Way,City Beach,1550000,5,3,2,890,297,1977,Glendalough Station,5800,6015,HALE SCHOOL,2.220083728,6
46 Tullamore Drive,Darch,735000,5,2,2,700,346,2006,Whitfords Station,5700,6065,ASHDALE SECONDARY COLLEGE,0.588658889,75
46 Tunnicliffe Street,Parmelia,300000,4,1,1,694,121,1989,Wellard Station,1300,6167,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.827344057,
46 Tyers Road,Roleystone,561500,5,2,2,1865,190,1978,Kelmscott Station,6000,6111,KELMSCOTT SENIOR HIGH SCHOOL,6.367280508,113
46 Underwood Grove,Kardinya,925000,4,2,2,700,238,1986,Murdoch Station,3800,6163,MELVILLE SENIOR HIGH SCHOOL,1.379641959,61
46 Upperthong Street,Bullsbrook,435000,4,2,2,2026,140,NULL,Midland Station,24400,6084,HOLY CROSS COLLEGE,11.56893808,98
46 Valencia Avenue,Churchlands,1261000,4,2,2,706,271,1981,Glendalough Station,3600,6018,NEWMAN COLLEGE,0.329966737,44
46 Valley Brook Road,Caversham,427000,3,1,2,705,117,1991,Success Hill Station,2500,6055,KIARA COLLEGE,2.116543927,
46 Victoria Street,Redcliffe,379000,3,1,1,458,113,1950,Ashfield Station,2700,6104,BELMONT CITY COLLEGE,2.54205961,57
46 Victoria Street,St James,659000,4,2,4,501,175,2006,Welshpool Station,1200,6102,CANNING COLLEGE,1.766509823,
46 Vlasich Road,Byford,362000,4,2,2,462,151,2012,Armadale Station,5800,6122,BYFORD SECONDARY COLLEGE,2.123508502,116
46 Walanna Drive,Karawara,769000,4,2,2,533,188,2001,Canning Bridge Station,2800,6152,CLONTARF ABORIGINAL COLLEGE,1.012952154,
46 Wanjina Crescent,Wanneroo,350000,3,1,6,784,148,1976,Edgewater Station,3600,6065,WANNEROO SECONDARY COLLEGE,0.430391747,131
46 Waterwheel Road,Bedfordale,530000,3,1,3,8025,105,1970,Armadale Station,4400,6112,SOUTHERN HILLS CHRISTIAN COLLEGE,1.149358243,
46 Whitsunday Avenue,Ridgewood,480000,3,2,2,684,128,NULL,Clarkson Station,3100,6030,CLARKSON COMMUNITY HIGH SCHOOL,1.337389518,
46 Whittaker Turn,Piara Waters,465000,3,2,2,372,164,2008,Cockburn Central Station,6000,6112,CAREY BAPTIST COLLEGE,1.851556176,62
46 Wilford Road,Baldivis,640000,3,1,NULL,18833,124,NULL,Wellard Station,5500,6171,BALDIVIS SECONDARY COLLEGE,4.271368158,134
46 Wilkins Street,Bellevue,150000,3,1,1,860,120,1965,Midland Station,2700,6056,YOUTH FUTURES COMMUNITY SCHOOL,2.146458339,
46 Windrow Grove,Whitby,430000,4,2,2,480,187,NULL,Armadale Station,14400,6123,COURT GRAMMAR SCHOOL,1.49730839,
46 Winthrop Drive,Winthrop,1080500,4,2,2,740,293,1991,Bull Creek Station,2800,6150,CORPUS CHRISTI COLLEGE,1.850993646,28
46 Woodloes Street,Cannington,460000,3,2,2,420,177,1950,Canning,1500,6107,SEVENOAKS SENIOR COLLEGE,1.612622394,114
46 Woolandra Drive,Byford,235000,2,2,2,168,87,2013,Armadale Station,8200,6122,BYFORD SECONDARY COLLEGE,1.195337251,116
46 Yosemite Loop,Ballajura,320000,3,1,1,516,102,1994,Meltham Station,7700,6066,BALLAJURA COMMUNITY COLLEGE,1.256921619,133
46/1 Corkhill Street,North Fremantle,2010000,3,2,2,546,186,2004,North Fremantle Station,800,6159,JOHN CURTIN COLLEGE OF THE ARTS,1.869050101,25
46/177 Dampier Avenue,Kallaroo,310000,2,1,1,153,75,1992,Edgewater Station,3400,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.215793235,58
460 Clare Road,Hovea,1220000,4,2,2,35279,303,2001,Midland Station,10900,6071,HELENA COLLEGE,2.609247985,78
460 Homestead Road,Mahogany Creek,140000,3,2,2,5963,225,1910,Midland Station,12800,6072,HELENA COLLEGE,4.172316059,78
461 Great Eastern Highway,Greenmount,499000,4,2,2,1674,155,1990,Midland Station,3800,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.335838954,
461 Stirling Highway,Cottesloe,1050000,2,1,1,502,216,1922,Grant Street Station,463,6011,PRESBYTERIAN LADIES COLLEGE,0.454271805,11
462 Badgerup Road,Gnangara,442500,4,2,1,45723,164,1980,Edgewater Station,6600,6077,WANNEROO SECONDARY COLLEGE,3.081025436,131
462 Forrest Road,Haynes,921000,5,2,1,21330,243,1994,Armadale Station,4000,6112,DALE CHRISTIAN SCHOOL,2.509310599,
462 Lyon Road,Wandi,975000,4,2,6,1147,249,NULL,Kwinana Station,4100,6167,ATWELL COLLEGE,5.194070043,129
462 Shenton Avenue,Iluka,730000,4,2,2,694,204,1995,Currambine Station,2800,6028,PRENDIVILLE CATHOLIC COLLEGE,1.573543242,60
4622 West Swan Road,West Swan,240000,4,2,2,8546,160,1986,Woodbridge Station,3900,6055,SWAN CHRISTIAN COLLEGE,2.344497871,93
463 Lakeside Drive,Joondalup,475000,3,2,2,384,141,1999,Joondalup Station,1400,6027,LAKE JOONDALUP BAPTIST COLLEGE,1.147154252,80
463 Safety Bay Road,Safety Bay,725000,4,2,2,737,296,1998,Warnbro Station,3500,6169,SAFETY BAY SENIOR HIGH SCHOOL,1.143678664,136
465 Horwood Road,Swan View,530000,3,1,1,1644,200,NULL,Midland Station,5300,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.13913042,
465 Lakeside Drive,Joondalup,498000,3,2,2,277,147,1999,Joondalup Station,1400,6027,LAKE JOONDALUP BAPTIST COLLEGE,1.147154252,80
465 Metcalfe Road,Parkwood,425000,3,1,2,688,139,1980,Thornlie Station,3200,6147,LYNWOOD SENIOR HIGH SCHOOL,0.230488069,96
465 Timbertop Way,Stoneville,660000,3,2,3,21758,143,2002,Midland Station,16100,6081,MUNDARING CHRISTIAN COLLEGE,6.492195116,
467 Beach Road,Duncraig,650000,3,2,1,688,166,1972,Warwick Station,1100,6023,CARINE SENIOR HIGH SCHOOL,1.18757515,47
469 Beenyup Road,Banjup,1225000,5,2,2,20234,279,2003,Cockburn Central Station,6200,6164,ATWELL COLLEGE,4.087872162,129
469 Lakeside Drive,Joondalup,460000,3,2,2,234,137,2000,Joondalup Station,1400,6027,LAKE JOONDALUP BAPTIST COLLEGE,1.139921739,80
46A Bullfinch Street,Spearwood,520000,4,2,6,581,211,2015,Murdoch Station,6200,6163,PERTH WALDORF SCHOOL,2.101691443,
46A Cookham Road,Lathlain,630000,4,2,2,583,154,2000,Vic,745,6100,ST CLARE'S SCHOOL,0.643680671,
46A Holmesdale Road,Woodbridge,182000,3,2,2,560,235,2012,Woodbridge Station,335,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.470128338,130
46A Mary Street,Watermans Bay,1250000,4,2,2,593,227,2005,Warwick Station,3800,6020,CARINE SENIOR HIGH SCHOOL,1.872242867,47
46a Norma Road,Alfred Cove,775000,3,2,2,457,163,NULL,Bull Creek Station,3300,6154,APPLECROSS SENIOR HIGH SCHOOL,1.348713433,34
46A Rosebery Street,Bayswater,675000,4,2,2,483,178,2014,Meltham Station,567,6053,CHISHOLM CATHOLIC COLLEGE,0.921845756,29
46A Salmar Way,Westminster,410000,4,2,7,425,129,2000,Stirling Station,4900,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.385492152,35
46A Snook Crescent,Hilton,525000,3,2,1,321,113,2009,Fremantle Station,4400,6163,SETON CATHOLIC COLLEGE,0.659917653,91
46A Sorrento Street,North Beach,790000,3,1,1,478,107,1962,Warwick Station,4100,6020,CARINE SENIOR HIGH SCHOOL,1.963587195,47
46A Stillwater Way,Edgewater,660000,3,2,2,457,182,NULL,Edgewater Station,1000,6027,MATER DEI COLLEGE,0.58191469,104
46B Harris Street,Bicton,600000,3,2,2,418,119,1995,North Fremantle Station,3400,6157,SANTA MARIA COLLEGE,1.829759974,10
46B Hillsborough Drive,Nollamara,370000,3,2,2,224,115,2010,Stirling Station,3800,6061,DIANELLA SECONDARY COLLEGE,1.306949621,
46B Satellite Place,Carlisle,412000,3,1,4,423,96,NULL,Vic,1500,6101,ST CLARE'S SCHOOL,0.865111665,
46B Stead Street,Maddington,240000,2,1,2,335,159,2009,Gosnells Station,1200,6109,LUMEN CHRISTI COLLEGE,1.107252409,122
46B Stillwater Way,Edgewater,800000,3,2,2,927,220,NULL,Edgewater Station,1000,6027,MATER DEI COLLEGE,0.586362561,104
46B Sulman Avenue,Salter Point,1575000,4,3,2,487,350,2008,Canning Bridge Station,2400,6152,AQUINAS COLLEGE,1.011340195,23
46C Balcombe Way,Westminster,349000,3,2,2,839,116,2010,Stirling Station,3900,6061,BALCATTA SENIOR HIGH SCHOOL,1.995482149,135
47 Adair Parade,Coolbinia,875000,3,1,1,809,155,1940,Glendalough Station,3200,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.337001601,20
47 Adlington Way,Ellenbrook,415000,4,2,2,575,192,2013,Woodbridge Station,15200,6069,HOLY CROSS COLLEGE,2.642326718,98
47 Agincourt Drive,Forrestfield,415000,3,2,2,700,117,1980,Madding,6600,6058,HERITAGE COLLEGE PERTH,1.646019799,
47 Alice Road,Cardup,530000,4,3,2,2104,205,NULL,Armadale Station,10300,6122,BYFORD SECONDARY COLLEGE,2.489087235,116
47 Amberley Way,Pearsall,485000,4,2,2,668,155,1998,Edgewater Station,3500,6065,ALTA-1,0.862087788,
47 Andros Circuit,Mindarie,660000,3,2,2,711,233,2002,Clarkson Station,3200,6030,MINDARIE SENIOR COLLEGE,0.506000724,111
47 Aquanita Rise,Darling Downs,630000,5,2,2,4368,237,2008,Armadale Station,5500,6122,BYFORD SECONDARY COLLEGE,2.321049316,116
47 ARALUEN CRESCENT,Bertram,390000,4,2,2,600,171,2006,Kwinana Station,2000,6167,THE KING'S COLLEGE,1.186992732,
47 Archdeacon Street,Nedlands,1780000,3,2,2,809,210,1936,Shen,2700,6009,SHENTON COLLEGE,2.707349186,14
47 Argyle Street,Herne Hill,350000,3,1,2,814,133,1978,Midland Station,7200,6056,SWAN CHRISTIAN COLLEGE,3.378950318,93
47 Arkwell Way,Marmion,895000,4,2,2,720,192,1980,Warwick Station,3700,6020,SACRED HEART COLLEGE,1.644481778,19
47 Aroona Way,Maddington,445000,4,2,2,505,185,2007,Madding,1800,6109,ST FRANCIS' SCHOOL,1.631518966,
47 Avana Loop,Caversham,450000,4,2,2,450,208,2015,East Guildford Station,3100,6055,GOVERNOR STIRLING SENIOR HIGH SCHOOL,2.515838093,130
47 Aviator Boulevard,Clarkson,535000,4,2,2,361,203,2014,Clarkson Station,1700,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.717396154,
47 Ballymote Gardens,Ridgewood,395000,4,2,2,375,163,2011,Butler Station,3100,6030,IRENE MCCORMACK CATHOLIC COLLEGE,1.298101528,120
47 Banksia Road,Camillo,335000,4,1,1,921,160,1973,Kelmscott Station,1000,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.954315007,40
47 Barang Circuit,Karawara,835000,5,3,2,544,258,2004,Canning Bridge Station,2800,6152,CANNING COLLEGE,1.107074814,
47 Baskerville Road,Mundijong,530000,5,3,7,1000,120,1990,Armadale Station,14700,6123,COURT GRAMMAR SCHOOL,1.672462822,
47 Bathgate Loop,Koondoola,315000,3,1,1,533,89,2000,Warwick Station,6100,6064,MERCY COLLEGE,0.814876966,46
47 Beckworth Avenue,Kiara,451000,4,2,2,466,136,NULL,Bassendean Station,2500,6054,KIARA COLLEGE,0.834307281,
47 Bentley Street,Stoneville,420000,2,1,2,5785,67,NULL,Midland Station,16200,6081,MUNDARING CHRISTIAN COLLEGE,3.415902829,
47 Bernley Drive,Viveash,755000,4,2,2,1012,186,1976,Woodbridge Station,2200,6056,LA SALLE COLLEGE,1.007215639,53
47 Boboli Way,Pearsall,548000,4,2,2,554,168,2012,Edgewater Station,4100,6065,ALTA-1,0.747361988,
47 Boynton Gardens,Iluka,732000,4,2,NULL,742,255,2000,Currambine Station,1500,6028,LAKE JOONDALUP BAPTIST COLLEGE,2.718734395,80
47 Brolga Promenade,Willetton,751000,4,1,1,734,280,1972,Bull Creek Station,2200,6155,ROSSMOYNE SENIOR HIGH SCHOOL,0.819124515,16
47 Bromley Road,Hilton,635000,3,1,4,745,108,1961,Murdoch Station,5700,6163,SETON CATHOLIC COLLEGE,0.36361779,91
47 Bulimba Road,Nedlands,2100000,4,2,6,923,249,1930,Loch Street Station,1600,6009,CHRIST CHURCH GRAMMAR SCHOOL,1.575494488,3
47 Camfield Loop,Parmelia,240000,3,1,1,683,85,1985,Kwinana Station,1800,6167,THE KING'S COLLEGE,1.370130294,
47 Campbell Street,Kensington,820000,3,2,1,506,168,1930,Claisebrook Station,4100,6151,WESLEY COLLEGE,1.015987506,37
47 Castlegate Way,Woodvale,590000,3,2,2,736,168,1994,Edgewater Station,1400,6026,WOODVALE SECONDARY COLLEGE,1.627052423,77
47 Celebration Street,Beckenham,377000,3,1,NULL,964,164,2014,Beckenham Station,1300,6107,SEVENOAKS SENIOR COLLEGE,1.862261801,114
47 Centenary Drive,Gidgegannup,620000,3,1,2,20095,123,2002,Midland Station,15100,6083,MUNDARING CHRISTIAN COLLEGE,7.929501853,
47 Chadstone Road,Craigie,500000,5,2,4,688,201,1982,Whitfords Station,1400,6025,BELRIDGE SECONDARY COLLEGE,2.520508833,102
47 Cheriton Drive,Carramar,458000,4,2,2,612,189,NULL,Currambine Station,4000,6031,JOSEPH BANKS SECONDARY COLLEGE,1.390776962,92
47 Chidlow Street,Mount Helena,400000,3,1,1,2036,112,1985,Midland Station,20300,6082,EASTERN HILLS SENIOR HIGH SCHOOL,0.540620873,105
47 Claremont Crescent,Swanbourne,1175000,4,1,3,842,159,NULL,Swanbourne Station,486,6010,SCOTCH COLLEGE,0.236436191,24
47 Cob Road,Brabham,560000,4,2,NULL,512,209,NULL,East Guildford Station,9000,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.493598717,53
47 Conigrave Road,Yangebup,435000,4,2,2,661,125,1991,Cockburn Central Station,4600,6164,DIVINE MERCY COLLEGE,1.477066142,
47 Connaught Street,Forrestfield,305000,3,1,1,809,106,1970,Madding,6400,6058,HERITAGE COLLEGE PERTH,1.912260895,
47 Constellation Drive,Ocean Reef,750000,4,2,2,764,258,2005,Joondalup Station,3100,6027,PRENDIVILLE CATHOLIC COLLEGE,0.428535888,60
47 Contour Road,Roleystone,603000,4,2,2,1977,277,1981,Kelmscott Station,4200,6111,KELMSCOTT SENIOR HIGH SCHOOL,4.327069471,113
47 Cook Avenue,Hillarys,650000,4,1,3,698,130,1972,Whitfords Station,3200,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.718989932,58
47 Coral Vine Loop,Jarrahdale,555000,5,2,2,4475,197,2010,Armadale Station,21700,6124,COURT GRAMMAR SCHOOL,10.29907639,
47 Cottesloe Crescent,Secret Harbour,305000,4,2,2,534,154,2006,Warnbro Station,8900,6173,COMET BAY COLLEGE,1.115606175,35
47 Craigie Drive,Beldon,495000,3,2,2,700,154,1986,Edgewater Station,2000,6027,BELRIDGE SECONDARY COLLEGE,1.196887676,102
47 Darian Drive,Willetton,538000,3,1,3,719,129,1977,Murdoch Station,2900,6155,WILLETTON SENIOR HIGH SCHOOL,0.625760271,18
47 Davallia Road,Duncraig,640000,5,3,2,728,230,1973,Warwick Station,1100,6023,CARINE SENIOR HIGH SCHOOL,1.64015401,47
47 Dewar Mews,Clarkson,380000,4,2,2,591,201,2003,Clarkson Station,1200,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.747421096,
47 Diana Crescent,Lockridge,445000,3,1,6,792,90,1971,Bassendean Station,2600,6054,KIARA COLLEGE,1.345115917,
47 Dinsdale Road,Gidgegannup,975000,4,2,2,175375,270,2007,Midland Station,27500,6083,EASTERN HILLS SENIOR HIGH SCHOOL,11.29417781,105
47 Eddystone Avenue,Craigie,486000,3,1,2,683,125,1983,Whitfords Station,1900,6025,BELRIDGE SECONDARY COLLEGE,2.202757301,102
47 Elyard Crescent,Stirling,575000,3,2,2,360,204,2002,Stirling Station,2900,6021,BALCATTA SENIOR HIGH SCHOOL,1.170008012,135
47 Emperor Avenue,Beldon,707500,4,2,2,725,191,1989,Edgewater Station,1800,6027,BELRIDGE SECONDARY COLLEGE,0.678113268,102
47 Ferguson Street,Middle Swan,520000,3,1,2,1682,116,1925,Midland Station,3600,6056,SWAN CHRISTIAN COLLEGE,1.363229119,93
47 Ferndale Crescent,Ferndale,478000,4,2,3,688,215,1973,Welshpool Station,4400,6148,FOUNTAIN COLLEGE,0.269265885,
47 Fortescue Loop,Heathridge,460000,3,1,1,691,106,1985,Joondalup Station,2600,6027,OCEAN REEF SENIOR HIGH SCHOOL,0.990326537,83
47 Gaby Way,Marangaroo,405000,4,2,2,501,202,2006,Warwick Station,5800,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,1.672404752,
47 Gallipoli Drive,Greenmount,700000,4,2,2,900,254,2001,Midland Station,4100,6056,SWAN VIEW SENIOR HIGH SCHOOL,0.69713377,
47 Girrawheen Drive,Gooseberry Hill,665000,4,1,2,2025,185,1990,Midland Station,8100,6076,KALAMUNDA SENIOR HIGH SCHOOL,3.004910446,107
47 Goddard Street,Lathlain,535000,3,1,4,543,161,1950,Vic,495,6100,ST CLARE'S SCHOOL,0.230006801,
47 Goldsmith Road,Dalkeith,2150000,4,2,2,1012,254,1933,Loch Street Station,2100,6009,CHRIST CHURCH GRAMMAR SCHOOL,1.74010852,3
47 Grand Promenade,Bayswater,675000,5,2,NULL,957,124,1963,Meltham Station,586,6053,CHISHOLM CATHOLIC COLLEGE,0.880051228,29
47 Grove Road,Walliston,385000,3,2,1,974,137,1975,Madding,9800,6076,ST BRIGID'S COLLEGE,1.68868871,99
47 Hardy Street,Bull Creek,744000,4,2,2,665,147,1976,Murdoch Station,1100,6149,ALL SAINTS' COLLEGE,1.478209627,21
47 Helmsdale Loop,Butler,269000,3,2,2,225,116,2010,Butler Station,890,6036,BUTLER COLLEGE,1.463528594,39
47 Helpman Way,Padbury,715000,4,1,1,740,175,1975,Greenwood Station,2000,6025,DUNCRAIG SENIOR HIGH SCHOOL,1.384127613,32
47 Hesperia Avenue,City Beach,1550000,3,1,2,1067,185,1968,Grant Street Station,6000,6015,NEWMAN COLLEGE,2.730573857,44
47 Hillwater Promenade,Bennett Springs,505000,4,2,2,640,212,2004,Ashfield Station,5700,6063,KIARA COLLEGE,1.802818873,
47 Holcombe Road,Warnbro,280000,4,2,1,544,118,1996,Warnbro Station,1800,6169,LIVING WATERS LUTHERAN COLLEGE,0.475213147,51
47 Holmfirth Street,Menora,920000,3,1,3,759,170,1959,Perth Station,3700,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.034273421,20
47 Hossack Avenue,Parkwood,557000,4,2,2,699,142,1962,Thornlie Station,4200,6147,LYNWOOD SENIOR HIGH SCHOOL,0.880579945,96
47 Innesvale Way,Carramar,520000,4,2,2,610,221,NULL,Currambine Station,4300,6031,JOSEPH BANKS SECONDARY COLLEGE,1.271837224,92
47 Jacana Circle,Gwelup,955000,4,2,2,459,255,2004,Warwick Station,2400,6018,BALCATTA SENIOR HIGH SCHOOL,2.05592937,135
47 Jackson Road,Karawara,640000,4,1,2,760,92,1988,Canning Bridge Station,2600,6152,COMO SECONDARY COLLEGE,1.172366949,87
47 Jacobina Way,Forrestfield,284000,3,1,NULL,700,100,1970,Madding,7700,6058,HILLSIDE CHRISTIAN COLLEGE,0.791610065,
47 Jacqueline Street,Ashfield,295000,3,2,2,280,115,NULL,Ashfield Station,873,6054,CYRIL JACKSON SENIOR CAMPUS,1.011702805,
47 Jenolan Way,Merriwa,350000,4,2,2,524,148,2010,Clarkson Station,3200,6030,ALKIMOS BAPTIST COLLEGE,1.083074097,
47 Jersey Road,Oakford,775000,4,3,3,5004,300,2012,Armadale Station,7700,6121,BYFORD SECONDARY COLLEGE,3.52392072,116
47 Jinda Road,Koongamia,297000,3,1,1,693,98,1964,Midland Station,4500,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.087386229,
47 Kennard Street,Kensington,1190000,4,2,2,736,286,2009,Carlisle Station,2100,6151,KENT STREET SENIOR HIGH SCHOOL,0.343727039,93
